ijcnn1	1.48433	0.50660	0.98607
pendigits	0.45205	0.01054	0.96169
letter	0.17992	0.00749	0.88940
connect-4	1.04907	0.06656	0.70306
sector	18.76379	0.06414	0.63237
covtype	3.43744	0.52310	0.65004
susy	33.52006	0.88303	0.80331
higgs	207.89588	1.75524	0.74971
usps	9.79437	0.01582	0.93971
mnist	233.31905	0.61601	0.98420
fashion mnist	427.74167	0.62490	0.90810
