ijcnn1	10.84119	0.39833	0.98203
pendigits	0.37744	0.00944	0.96598
letter	0.33226	0.01160	0.90800
connect-4	13.15368	0.10545	0.71574
sector	625.43353	6.83322	0.66012
covtype	57.72304	0.70937	0.66148
susy	1050.54236	0.99881	0.80319
higgs	7530.74690	1.95025	0.75854
usps	9.40748	0.02616	0.93772
mnist	1156.08037	0.56106	0.98070
fashion mnist	1402.86683	0.57546	0.90740
