ijcnn1	1.51064	0.38743	0.98227
pendigits	0.25075	0.00890	0.96598
letter	0.15670	0.01099	0.90820
connect-4	3.09528	0.09154	0.71574
sector	587.23131	6.11389	0.65606
covtype	10.96124	0.65891	0.66683
susy	43.90494	0.94045	0.80350
higgs	265.86581	1.77702	0.76003
usps	5.76553	0.01704	0.93373
mnist	761.91327	0.48451	0.98140
fashion mnist	2061.30964	0.49101	0.90800
